"Ano","Turma","Disciplina","Notas"
"11.º","AV","Inglês",9
"11.º","AV","Inglês",19
"11.º","AV","Inglês",16
"11.º","AV","Inglês",8
"11.º","AV","Inglês",18
"11.º","AV","Inglês",12
"11.º","AV","Inglês",13
"11.º","AV","Inglês",16
"11.º","AV","Inglês",12
"11.º","AV","Português",9
"11.º","AV","Português",10
"11.º","AV","Português",14
"11.º","AV","Português",9
"11.º","AV","Português",9
"11.º","AV","Português",8
"11.º","AV","Português",8
"11.º","AV","Português",15
"11.º","AV","Português",14
"11.º","AV","Português",10
"11.º","AV","Português",8
"11.º","AV","Português",9
"11.º","AV","Português",15
"11.º","AV","Português",11
"11.º","AV","Português",14
"11.º","CLH1","Alemão",13
"11.º","CLH1","Alemão",13
"11.º","CLH1","Alemão",17
"11.º","CLH1","Alemão",20
"11.º","CLH1","Alemão",10
"11.º","CLH1","Alemão",13
"11.º","CLH1","Alemão",12
"11.º","CLH1","Alemão",12
"11.º","CLH1","Alemão",14
"11.º","CLH1","Alemão",16
"11.º","CLH1","Educação Física",14
"11.º","CLH1","Educação Física",14
"11.º","CLH1","Educação Física",12
"11.º","CLH1","Educação Física",15
"11.º","CLH1","Educação Física",19
"11.º","CLH1","Educação Física",17
"11.º","CLH1","Educação Física",20
"11.º","CLH1","Educação Física",18
"11.º","CLH1","Educação Física",15
"11.º","CLH1","Educação Física",14
"11.º","CLH1","Educação Física",18
"11.º","CLH1","Educação Física",20
"11.º","CLH1","Educação Física",14
"11.º","CLH1","Educação Física",15
"11.º","CLH1","Educação Física",18
"11.º","CLH1","Educação Física",19
"11.º","CLH1","Educação Física",17
"11.º","CLH1","Educação Física",19
"11.º","CLH1","Educação Física",18
"11.º","CLH1","Educação Física",20
"11.º","CLH1","Educação Física",10
"11.º","CLH1","Educação Física",15
"11.º","CLH1","Educação Física",20
"11.º","CLH1","Educação Moral e Religiosa",18
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Educação Moral e Religiosa",18
"11.º","CLH1","Educação Moral e Religiosa",18
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Educação Moral e Religiosa",18
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Educação Moral e Religiosa",18
"11.º","CLH1","Educação Moral e Religiosa",18
"11.º","CLH1","Educação Moral e Religiosa",19
"11.º","CLH1","Filosofia",11
"11.º","CLH1","Filosofia",13
"11.º","CLH1","Filosofia",9
"11.º","CLH1","Filosofia",11
"11.º","CLH1","Filosofia",17
"11.º","CLH1","Filosofia",18
"11.º","CLH1","Filosofia",14
"11.º","CLH1","Filosofia",16
"11.º","CLH1","Filosofia",10
"11.º","CLH1","Filosofia",10
"11.º","CLH1","Filosofia",10
"11.º","CLH1","Filosofia",18
"11.º","CLH1","Filosofia",11
"11.º","CLH1","Filosofia",14
"11.º","CLH1","Filosofia",11
"11.º","CLH1","Filosofia",10
"11.º","CLH1","Filosofia",17
"11.º","CLH1","Filosofia",12
"11.º","CLH1","Filosofia",11
"11.º","CLH1","Filosofia",13
"11.º","CLH1","Filosofia",9
"11.º","CLH1","Filosofia",12
"11.º","CLH1","Filosofia",16
"11.º","CLH1","Geografia A",15
"11.º","CLH1","Geografia A",15
"11.º","CLH1","Geografia A",13
"11.º","CLH1","Geografia A",12
"11.º","CLH1","Geografia A",17
"11.º","CLH1","Geografia A",16
"11.º","CLH1","Geografia A",12
"11.º","CLH1","Geografia A",15
"11.º","CLH1","Geografia A",11
"11.º","CLH1","Geografia A",11
"11.º","CLH1","Geografia A",11
"11.º","CLH1","Geografia A",12
"11.º","CLH1","Geografia A",11
"11.º","CLH1","Geografia A",10
"11.º","CLH1","Geografia A",11
"11.º","CLH1","Geografia A",16
"11.º","CLH1","História A",13
"11.º","CLH1","História A",14
"11.º","CLH1","História A",11
"11.º","CLH1","História A",10
"11.º","CLH1","História A",16
"11.º","CLH1","História A",14
"11.º","CLH1","História A",15
"11.º","CLH1","História A",17
"11.º","CLH1","História A",12
"11.º","CLH1","História A",12
"11.º","CLH1","História A",10
"11.º","CLH1","História A",15
"11.º","CLH1","História A",9
"11.º","CLH1","História A",7
"11.º","CLH1","História A",7
"11.º","CLH1","História A",9
"11.º","CLH1","História A",16
"11.º","CLH1","História A",10
"11.º","CLH1","História A",11
"11.º","CLH1","História A",17
"11.º","CLH1","História A",7
"11.º","CLH1","História A",9
"11.º","CLH1","História A",18
"11.º","CLH1","Inglês",16
"11.º","CLH1","Inglês",15
"11.º","CLH1","Inglês",13
"11.º","CLH1","Inglês",13
"11.º","CLH1","Inglês",18
"11.º","CLH1","Inglês",13
"11.º","CLH1","Inglês",18
"11.º","CLH1","Inglês",20
"11.º","CLH1","Inglês",13
"11.º","CLH1","Inglês",17
"11.º","CLH1","Inglês",12
"11.º","CLH1","Inglês",17
"11.º","CLH1","Inglês",14
"11.º","CLH1","Inglês",11
"11.º","CLH1","Inglês",15
"11.º","CLH1","Inglês",8
"11.º","CLH1","Inglês",17
"11.º","CLH1","Inglês",10
"11.º","CLH1","Inglês",17
"11.º","CLH1","Inglês",12
"11.º","CLH1","Inglês",7
"11.º","CLH1","Inglês",14
"11.º","CLH1","Inglês",16
"11.º","CLH1","Literatura Portuguesa",17
"11.º","CLH1","Literatura Portuguesa",15
"11.º","CLH1","Literatura Portuguesa",12
"11.º","CLH1","Literatura Portuguesa",16
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",14
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",10
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",16
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",16
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",9
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",9
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",10
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",15
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",8
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",13
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",16
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",10
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",15
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",9
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",14
"11.º","CLH1","Matemática Aplicada às Ciências Sociais",17
"11.º","CLH1","Português",10
"11.º","CLH1","Português",13
"11.º","CLH1","Português",11
"11.º","CLH1","Português",11
"11.º","CLH1","Português",17
"11.º","CLH1","Português",15
"11.º","CLH1","Português",12
"11.º","CLH1","Português",13
"11.º","CLH1","Português",12
"11.º","CLH1","Português",10
"11.º","CLH1","Português",11
"11.º","CLH1","Português",12
"11.º","CLH1","Português",9
"11.º","CLH1","Português",9
"11.º","CLH1","Português",11
"11.º","CLH1","Português",10
"11.º","CLH1","Português",15
"11.º","CLH1","Português",11
"11.º","CLH1","Português",11
"11.º","CLH1","Português",14
"11.º","CLH1","Português",7
"11.º","CLH1","Português",12
"11.º","CLH1","Português",14
"11.º","CLH2","Educação Física",17
"11.º","CLH2","Educação Física",19
"11.º","CLH2","Educação Física",19
"11.º","CLH2","Educação Física",15
"11.º","CLH2","Educação Física",17
"11.º","CLH2","Educação Física",14
"11.º","CLH2","Educação Física",18
"11.º","CLH2","Educação Física",12
"11.º","CLH2","Educação Física",20
"11.º","CLH2","Educação Física",19
"11.º","CLH2","Educação Física",20
"11.º","CLH2","Educação Física",15
"11.º","CLH2","Educação Física",18
"11.º","CLH2","Educação Física",20
"11.º","CLH2","Educação Física",20
"11.º","CLH2","Educação Física",20
"11.º","CLH2","Educação Física",19
"11.º","CLH2","Educação Física",19
"11.º","CLH2","Educação Física",13
"11.º","CLH2","Educação Física",18
"11.º","CLH2","Educação Física",19
"11.º","CLH2","Educação Física",15
"11.º","CLH2","Educação Física",18
"11.º","CLH2","Educação Moral e Religiosa",18
"11.º","CLH2","Educação Moral e Religiosa",18
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Educação Moral e Religiosa",19
"11.º","CLH2","Filosofia",13
"11.º","CLH2","Filosofia",12
"11.º","CLH2","Filosofia",11
"11.º","CLH2","Filosofia",12
"11.º","CLH2","Filosofia",9
"11.º","CLH2","Filosofia",10
"11.º","CLH2","Filosofia",10
"11.º","CLH2","Filosofia",11
"11.º","CLH2","Filosofia",11
"11.º","CLH2","Filosofia",16
"11.º","CLH2","Filosofia",15
"11.º","CLH2","Filosofia",10
"11.º","CLH2","Filosofia",12
"11.º","CLH2","Filosofia",16
"11.º","CLH2","Filosofia",18
"11.º","CLH2","Filosofia",13
"11.º","CLH2","Filosofia",16
"11.º","CLH2","Filosofia",15
"11.º","CLH2","Filosofia",12
"11.º","CLH2","Filosofia",13
"11.º","CLH2","Filosofia",18
"11.º","CLH2","Filosofia",9
"11.º","CLH2","Filosofia",9
"11.º","CLH2","Geografia A",13
"11.º","CLH2","Geografia A",13
"11.º","CLH2","Geografia A",15
"11.º","CLH2","Geografia A",12
"11.º","CLH2","Geografia A",8
"11.º","CLH2","Geografia A",10
"11.º","CLH2","Geografia A",11
"11.º","CLH2","Geografia A",10
"11.º","CLH2","Geografia A",15
"11.º","CLH2","Geografia A",16
"11.º","CLH2","Geografia A",15
"11.º","CLH2","Geografia A",10
"11.º","CLH2","Geografia A",15
"11.º","CLH2","Geografia A",16
"11.º","CLH2","Geografia A",19
"11.º","CLH2","Geografia A",15
"11.º","CLH2","Geografia A",14
"11.º","CLH2","Geografia A",15
"11.º","CLH2","Geografia A",13
"11.º","CLH2","Geografia A",14
"11.º","CLH2","Geografia A",16
"11.º","CLH2","Geografia A",10
"11.º","CLH2","História A",15
"11.º","CLH2","História A",11
"11.º","CLH2","História A",9
"11.º","CLH2","História A",11
"11.º","CLH2","História A",9
"11.º","CLH2","História A",9
"11.º","CLH2","História A",11
"11.º","CLH2","História A",9
"11.º","CLH2","História A",14
"11.º","CLH2","História A",16
"11.º","CLH2","História A",13
"11.º","CLH2","História A",10
"11.º","CLH2","História A",13
"11.º","CLH2","História A",14
"11.º","CLH2","História A",18
"11.º","CLH2","História A",13
"11.º","CLH2","História A",14
"11.º","CLH2","História A",14
"11.º","CLH2","História A",12
"11.º","CLH2","História A",14
"11.º","CLH2","História A",17
"11.º","CLH2","História A",10
"11.º","CLH2","História A",11
"11.º","CLH2","Inglês",14
"11.º","CLH2","Inglês",13
"11.º","CLH2","Inglês",18
"11.º","CLH2","Inglês",14
"11.º","CLH2","Inglês",9
"11.º","CLH2","Inglês",9
"11.º","CLH2","Inglês",8
"11.º","CLH2","Inglês",10
"11.º","CLH2","Inglês",14
"11.º","CLH2","Inglês",19
"11.º","CLH2","Inglês",15
"11.º","CLH2","Inglês",8
"11.º","CLH2","Inglês",19
"11.º","CLH2","Inglês",15
"11.º","CLH2","Inglês",15
"11.º","CLH2","Inglês",13
"11.º","CLH2","Inglês",14
"11.º","CLH2","Inglês",14
"11.º","CLH2","Inglês",15
"11.º","CLH2","Inglês",17
"11.º","CLH2","Inglês",18
"11.º","CLH2","Inglês",10
"11.º","CLH2","Inglês",11
"11.º","CLH2","Literatura Portuguesa",11
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",13
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",10
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",14
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",9
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",9
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",10
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",9
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",13
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",10
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",13
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",9
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",16
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",18
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",18
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",11
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",11
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",18
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",10
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",11
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",16
"11.º","CLH2","Matemática Aplicada às Ciências Sociais",9
"11.º","CLH2","Português",13
"11.º","CLH2","Português",12
"11.º","CLH2","Português",10
"11.º","CLH2","Português",10
"11.º","CLH2","Português",8
"11.º","CLH2","Português",8
"11.º","CLH2","Português",8
"11.º","CLH2","Português",8
"11.º","CLH2","Português",12
"11.º","CLH2","Português",15
"11.º","CLH2","Português",13
"11.º","CLH2","Português",8
"11.º","CLH2","Português",11
"11.º","CLH2","Português",13
"11.º","CLH2","Português",15
"11.º","CLH2","Português",11
"11.º","CLH2","Português",14
"11.º","CLH2","Português",12
"11.º","CLH2","Português",11
"11.º","CLH2","Português",12
"11.º","CLH2","Português",16
"11.º","CLH2","Português",7
"11.º","CLH2","Português",7
"11.º","CSE","Economia A",15
"11.º","CSE","Economia A",16
"11.º","CSE","Economia A",13
"11.º","CSE","Economia A",17
"11.º","CSE","Economia A",16
"11.º","CSE","Educação Física",19
"11.º","CSE","Educação Física",19
"11.º","CSE","Educação Física",17
"11.º","CSE","Educação Física",19
"11.º","CSE","Educação Física",20
"11.º","CSE","Educação Moral e Religiosa",19
"11.º","CSE","Educação Moral e Religiosa",19
"11.º","CSE","Educação Moral e Religiosa",19
"11.º","CSE","Educação Moral e Religiosa",19
"11.º","CSE","Educação Moral e Religiosa",19
"11.º","CSE","Filosofia",15
"11.º","CSE","Filosofia",13
"11.º","CSE","Filosofia",14
"11.º","CSE","Filosofia",16
"11.º","CSE","Filosofia",17
"11.º","CSE","Geografia A",15
"11.º","CSE","Geografia A",14
"11.º","CSE","Geografia A",13
"11.º","CSE","Geografia A",14
"11.º","CSE","Geografia A",18
"11.º","CSE","Inglês",19
"11.º","CSE","Inglês",14
"11.º","CSE","Inglês",18
"11.º","CSE","Inglês",17
"11.º","CSE","Inglês",17
"11.º","CSE","Matemática A",13
"11.º","CSE","Matemática A",13
"11.º","CSE","Matemática A",9
"11.º","CSE","Matemática A",10
"11.º","CSE","Matemática A",14
"11.º","CSE","Português",15
"11.º","CSE","Português",15
"11.º","CSE","Português",12
"11.º","CSE","Português",15
"11.º","CSE","Português",18
"11.º","CT1","Biologia e Geologia",14
"11.º","CT1","Biologia e Geologia",14
"11.º","CT1","Biologia e Geologia",14
"11.º","CT1","Biologia e Geologia",12
"11.º","CT1","Biologia e Geologia",14
"11.º","CT1","Biologia e Geologia",17
"11.º","CT1","Biologia e Geologia",15
"11.º","CT1","Biologia e Geologia",12
"11.º","CT1","Biologia e Geologia",15
"11.º","CT1","Biologia e Geologia",12
"11.º","CT1","Biologia e Geologia",13
"11.º","CT1","Educação Física",19
"11.º","CT1","Educação Física",20
"11.º","CT1","Educação Física",20
"11.º","CT1","Educação Física",19
"11.º","CT1","Educação Física",20
"11.º","CT1","Educação Física",19
"11.º","CT1","Educação Física",20
"11.º","CT1","Educação Física",20
"11.º","CT1","Educação Física",20
"11.º","CT1","Educação Física",19
"11.º","CT1","Educação Física",17
"11.º","CT1","Educação Física",19
"11.º","CT1","Educação Física",19
"11.º","CT1","Educação Física",20
"11.º","CT1","Educação Física",19
"11.º","CT1","Educação Física",19
"11.º","CT1","Educação Física",19
"11.º","CT1","Educação Física",18
"11.º","CT1","Educação Física",19
"11.º","CT1","Educação Física",20
"11.º","CT1","Educação Física",19
"11.º","CT1","Educação Física",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Educação Moral e Religiosa",19
"11.º","CT1","Filosofia",16
"11.º","CT1","Filosofia",18
"11.º","CT1","Filosofia",18
"11.º","CT1","Filosofia",18
"11.º","CT1","Filosofia",19
"11.º","CT1","Filosofia",11
"11.º","CT1","Filosofia",18
"11.º","CT1","Filosofia",18
"11.º","CT1","Filosofia",17
"11.º","CT1","Filosofia",16
"11.º","CT1","Filosofia",16
"11.º","CT1","Filosofia",17
"11.º","CT1","Filosofia",16
"11.º","CT1","Filosofia",18
"11.º","CT1","Filosofia",18
"11.º","CT1","Filosofia",17
"11.º","CT1","Filosofia",14
"11.º","CT1","Filosofia",13
"11.º","CT1","Filosofia",15
"11.º","CT1","Filosofia",17
"11.º","CT1","Filosofia",16
"11.º","CT1","Filosofia",13
"11.º","CT1","Física e Química A",10
"11.º","CT1","Física e Química A",14
"11.º","CT1","Física e Química A",14
"11.º","CT1","Física e Química A",14
"11.º","CT1","Física e Química A",15
"11.º","CT1","Física e Química A",16
"11.º","CT1","Física e Química A",11
"11.º","CT1","Física e Química A",15
"11.º","CT1","Física e Química A",18
"11.º","CT1","Física e Química A",19
"11.º","CT1","Física e Química A",12
"11.º","CT1","Física e Química A",14
"11.º","CT1","Física e Química A",13
"11.º","CT1","Física e Química A",19
"11.º","CT1","Física e Química A",18
"11.º","CT1","Física e Química A",18
"11.º","CT1","Física e Química A",14
"11.º","CT1","Física e Química A",12
"11.º","CT1","Física e Química A",11
"11.º","CT1","Física e Química A",13
"11.º","CT1","Física e Química A",13
"11.º","CT1","Física e Química A",12
"11.º","CT1","Física e Química A",12
"11.º","CT1","Geometria Descritiva A",17
"11.º","CT1","Geometria Descritiva A",19
"11.º","CT1","Geometria Descritiva A",15
"11.º","CT1","Geometria Descritiva A",20
"11.º","CT1","Geometria Descritiva A",20
"11.º","CT1","Geometria Descritiva A",20
"11.º","CT1","Geometria Descritiva A",17
"11.º","CT1","Geometria Descritiva A",17
"11.º","CT1","Geometria Descritiva A",12
"11.º","CT1","Geometria Descritiva A",17
"11.º","CT1","Geometria Descritiva A",16
"11.º","CT1","Inglês",17
"11.º","CT1","Inglês",15
"11.º","CT1","Inglês",16
"11.º","CT1","Inglês",16
"11.º","CT1","Inglês",19
"11.º","CT1","Inglês",15
"11.º","CT1","Inglês",18
"11.º","CT1","Inglês",19
"11.º","CT1","Inglês",18
"11.º","CT1","Inglês",18
"11.º","CT1","Inglês",18
"11.º","CT1","Inglês",14
"11.º","CT1","Inglês",18
"11.º","CT1","Inglês",18
"11.º","CT1","Inglês",20
"11.º","CT1","Inglês",19
"11.º","CT1","Inglês",13
"11.º","CT1","Inglês",17
"11.º","CT1","Inglês",15
"11.º","CT1","Inglês",16
"11.º","CT1","Inglês",19
"11.º","CT1","Inglês",18
"11.º","CT1","Matemática A",15
"11.º","CT1","Matemática A",15
"11.º","CT1","Matemática A",15
"11.º","CT1","Matemática A",16
"11.º","CT1","Matemática A",18
"11.º","CT1","Matemática A",10
"11.º","CT1","Matemática A",14
"11.º","CT1","Matemática A",17
"11.º","CT1","Matemática A",18
"11.º","CT1","Matemática A",12
"11.º","CT1","Matemática A",12
"11.º","CT1","Matemática A",14
"11.º","CT1","Matemática A",19
"11.º","CT1","Matemática A",19
"11.º","CT1","Matemática A",18
"11.º","CT1","Matemática A",14
"11.º","CT1","Matemática A",13
"11.º","CT1","Matemática A",8
"11.º","CT1","Matemática A",12
"11.º","CT1","Matemática A",13
"11.º","CT1","Matemática A",9
"11.º","CT1","Matemática A",13
"11.º","CT1","Português",17
"11.º","CT1","Português",17
"11.º","CT1","Português",16
"11.º","CT1","Português",16
"11.º","CT1","Português",18
"11.º","CT1","Português",15
"11.º","CT1","Português",18
"11.º","CT1","Português",19
"11.º","CT1","Português",17
"11.º","CT1","Português",15
"11.º","CT1","Português",16
"11.º","CT1","Português",16
"11.º","CT1","Português",15
"11.º","CT1","Português",18
"11.º","CT1","Português",19
"11.º","CT1","Português",19
"11.º","CT1","Português",14
"11.º","CT1","Português",14
"11.º","CT1","Português",13
"11.º","CT1","Português",15
"11.º","CT1","Português",13
"11.º","CT1","Português",15
"11.º","CT2","Biologia e Geologia",14
"11.º","CT2","Biologia e Geologia",14
"11.º","CT2","Biologia e Geologia",13
"11.º","CT2","Biologia e Geologia",12
"11.º","CT2","Biologia e Geologia",14
"11.º","CT2","Biologia e Geologia",12
"11.º","CT2","Biologia e Geologia",18
"11.º","CT2","Biologia e Geologia",18
"11.º","CT2","Biologia e Geologia",18
"11.º","CT2","Biologia e Geologia",17
"11.º","CT2","Biologia e Geologia",19
"11.º","CT2","Biologia e Geologia",17
"11.º","CT2","Biologia e Geologia",17
"11.º","CT2","Biologia e Geologia",17
"11.º","CT2","Biologia e Geologia",14
"11.º","CT2","Biologia e Geologia",18
"11.º","CT2","Biologia e Geologia",14
"11.º","CT2","Biologia e Geologia",19
"11.º","CT2","Biologia e Geologia",12
"11.º","CT2","Biologia e Geologia",17
"11.º","CT2","Biologia e Geologia",14
"11.º","CT2","Biologia e Geologia",17
"11.º","CT2","Biologia e Geologia",12
"11.º","CT2","Educação Física",19
"11.º","CT2","Educação Física",18
"11.º","CT2","Educação Física",18
"11.º","CT2","Educação Física",19
"11.º","CT2","Educação Física",19
"11.º","CT2","Educação Física",17
"11.º","CT2","Educação Física",19
"11.º","CT2","Educação Física",17
"11.º","CT2","Educação Física",19
"11.º","CT2","Educação Física",20
"11.º","CT2","Educação Física",20
"11.º","CT2","Educação Física",19
"11.º","CT2","Educação Física",18
"11.º","CT2","Educação Física",17
"11.º","CT2","Educação Física",18
"11.º","CT2","Educação Física",19
"11.º","CT2","Educação Física",19
"11.º","CT2","Educação Física",19
"11.º","CT2","Educação Física",19
"11.º","CT2","Educação Física",19
"11.º","CT2","Educação Física",17
"11.º","CT2","Educação Física",18
"11.º","CT2","Educação Física",17
"11.º","CT2","Educação Moral e Religiosa",18
"11.º","CT2","Educação Moral e Religiosa",18
"11.º","CT2","Educação Moral e Religiosa",18
"11.º","CT2","Educação Moral e Religiosa",19
"11.º","CT2","Educação Moral e Religiosa",19
"11.º","CT2","Educação Moral e Religiosa",18
"11.º","CT2","Educação Moral e Religiosa",19
"11.º","CT2","Educação Moral e Religiosa",19
"11.º","CT2","Educação Moral e Religiosa",19
"11.º","CT2","Educação Moral e Religiosa",19
"11.º","CT2","Educação Moral e Religiosa",19
"11.º","CT2","Educação Moral e Religiosa",18
"11.º","CT2","Educação Moral e Religiosa",18
"11.º","CT2","Educação Moral e Religiosa",18
"11.º","CT2","Educação Moral e Religiosa",19
"11.º","CT2","Educação Moral e Religiosa",19
"11.º","CT2","Educação Moral e Religiosa",19
"11.º","CT2","Educação Moral e Religiosa",18
"11.º","CT2","Educação Moral e Religiosa",19
"11.º","CT2","Educação Moral e Religiosa",18
"11.º","CT2","Educação Moral e Religiosa",19
"11.º","CT2","Educação Moral e Religiosa",18
"11.º","CT2","Filosofia",16
"11.º","CT2","Filosofia",14
"11.º","CT2","Filosofia",15
"11.º","CT2","Filosofia",14
"11.º","CT2","Filosofia",17
"11.º","CT2","Filosofia",16
"11.º","CT2","Filosofia",18
"11.º","CT2","Filosofia",16
"11.º","CT2","Filosofia",16
"11.º","CT2","Filosofia",20
"11.º","CT2","Filosofia",20
"11.º","CT2","Filosofia",18
"11.º","CT2","Filosofia",16
"11.º","CT2","Filosofia",13
"11.º","CT2","Filosofia",16
"11.º","CT2","Filosofia",18
"11.º","CT2","Filosofia",18
"11.º","CT2","Filosofia",20
"11.º","CT2","Filosofia",12
"11.º","CT2","Filosofia",16
"11.º","CT2","Filosofia",14
"11.º","CT2","Filosofia",17
"11.º","CT2","Filosofia",10
"11.º","CT2","Física e Química A",12
"11.º","CT2","Física e Química A",16
"11.º","CT2","Física e Química A",12
"11.º","CT2","Física e Química A",12
"11.º","CT2","Física e Química A",14
"11.º","CT2","Física e Química A",11
"11.º","CT2","Física e Química A",17
"11.º","CT2","Física e Química A",19
"11.º","CT2","Física e Química A",16
"11.º","CT2","Física e Química A",16
"11.º","CT2","Física e Química A",19
"11.º","CT2","Física e Química A",17
"11.º","CT2","Física e Química A",15
"11.º","CT2","Física e Química A",11
"11.º","CT2","Física e Química A",13
"11.º","CT2","Física e Química A",19
"11.º","CT2","Física e Química A",12
"11.º","CT2","Física e Química A",19
"11.º","CT2","Física e Química A",11
"11.º","CT2","Física e Química A",16
"11.º","CT2","Física e Química A",10
"11.º","CT2","Física e Química A",18
"11.º","CT2","Física e Química A",11
"11.º","CT2","Inglês",14
"11.º","CT2","Inglês",19
"11.º","CT2","Inglês",19
"11.º","CT2","Inglês",17
"11.º","CT2","Inglês",15
"11.º","CT2","Inglês",16
"11.º","CT2","Inglês",19
"11.º","CT2","Inglês",19
"11.º","CT2","Inglês",17
"11.º","CT2","Inglês",18
"11.º","CT2","Inglês",19
"11.º","CT2","Inglês",15
"11.º","CT2","Inglês",17
"11.º","CT2","Inglês",19
"11.º","CT2","Inglês",14
"11.º","CT2","Inglês",17
"11.º","CT2","Inglês",18
"11.º","CT2","Inglês",19
"11.º","CT2","Inglês",18
"11.º","CT2","Inglês",19
"11.º","CT2","Inglês",12
"11.º","CT2","Inglês",16
"11.º","CT2","Inglês",15
"11.º","CT2","Matemática A",10
"11.º","CT2","Matemática A",16
"11.º","CT2","Matemática A",11
"11.º","CT2","Matemática A",12
"11.º","CT2","Matemática A",14
"11.º","CT2","Matemática A",13
"11.º","CT2","Matemática A",18
"11.º","CT2","Matemática A",18
"11.º","CT2","Matemática A",19
"11.º","CT2","Matemática A",16
"11.º","CT2","Matemática A",20
"11.º","CT2","Matemática A",17
"11.º","CT2","Matemática A",15
"11.º","CT2","Matemática A",10
"11.º","CT2","Matemática A",12
"11.º","CT2","Matemática A",20
"11.º","CT2","Matemática A",11
"11.º","CT2","Matemática A",20
"11.º","CT2","Matemática A",9
